sales_id,order_id,full_date,year,quarter,month,month_name,region_name,country,sales_manager,channel_name,category,subcategory,product_name,customer_name,units_sold,revenue,cost,profit,discount_pct
1492,SO-20230704-001,2023-07-04,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Software,BI,Power BI Pro,Atlas Telecom,4,4560.0,2880.0,1680.0,0.05
1493,SO-20230704-002,2023-07-04,2023,3,7,July,North America,USA,Ava Brooks,Direct,Data,Warehouse,SQL Warehouse Enterprise,Nova Retail,8,49600.0,28800.0,20800.0,0.0
1494,SO-20230704-003,2023-07-04,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Software,BI,Power BI Premium,Pioneer Manufacturing,7,21280.0,13650.0,7630.0,0.05
1495,SO-20230704-004,2023-07-04,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Platform,Cloud,ML Forecast Add-on,Vertex Finance,3,11799.0,6600.0,5199.0,0.05
1496,SO-20230704-005,2023-07-04,2023,3,7,July,North America,USA,Ava Brooks,Direct,Platform,Cloud,Data Platform Subscription,Blue Peak Energy,4,30787.8,17200.0,13587.8,0.03
1497,SO-20230704-006,2023-07-04,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Automation,RPA,RPA Bot License,Axis Health,5,18450.0,12500.0,5950.0,0.1
1498,SO-20230705-001,2023-07-05,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Platform,Cloud,Data Platform Subscription,Axis Health,3,23805.0,12900.0,10905.0,0.0
1499,SO-20230705-002,2023-07-05,2023,3,7,July,Middle East,UAE,Noah Hassan,Online,Services,Consulting,Analytics Advisory,Nova Retail,8,39744.0,20800.0,18944.0,0.1
1500,SO-20230705-003,2023-07-05,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Data,Warehouse,SQL Warehouse Enterprise,Summit Foods,8,46128.0,28800.0,17328.0,0.07
1501,SO-20230705-004,2023-07-05,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Data,Warehouse,SQL Warehouse Starter,Atlas Telecom,6,15600.0,9300.0,6300.0,0.0
1502,SO-20230705-005,2023-07-05,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Software,BI,Power BI Premium,Bright Core Labs,2,6208.0,3900.0,2308.0,0.03
1503,SO-20230705-006,2023-07-05,2023,3,7,July,Middle East,UAE,Noah Hassan,Partner,Platform,Cloud,Data Platform Subscription,Nova Retail,8,59036.4,34400.0,24636.4,0.07
1504,SO-20230705-007,2023-07-05,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Automation,RPA,RPA Bot License,Bright Core Labs,5,19475.0,12500.0,6975.0,0.05
1505,SO-20230705-008,2023-07-05,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Data,Warehouse,SQL Warehouse Enterprise,Vertex Finance,6,35340.0,21600.0,13740.0,0.05
1506,SO-20230706-001,2023-07-06,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Services,Consulting,Forecast Optimization,Pioneer Manufacturing,1,6023.7,3000.0,3023.7,0.03
1507,SO-20230706-002,2023-07-06,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Software,BI,Power BI Pro,Bright Core Labs,2,2400.0,1440.0,960.0,0.0
1508,SO-20230706-003,2023-07-06,2023,3,7,July,North America,USA,Ava Brooks,Direct,Services,Consulting,Analytics Advisory,Summit Foods,4,22080.0,10400.0,11680.0,0.0
1509,SO-20230706-004,2023-07-06,2023,3,7,July,North America,USA,Ava Brooks,Direct,Software,BI,Power BI Premium,Summit Foods,4,12800.0,7800.0,5000.0,0.0
1510,SO-20230706-005,2023-07-06,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,Data Platform Subscription,Zenith Logistics,5,36897.75,21500.0,15397.75,0.07
1511,SO-20230706-006,2023-07-06,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Services,Consulting,Forecast Optimization,Zenith Logistics,8,48189.6,24000.0,24189.6,0.03
1512,SO-20230706-007,2023-07-06,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Platform,Cloud,ML Forecast Add-on,Zenith Logistics,5,20079.0,11000.0,9079.0,0.03
1513,SO-20230706-008,2023-07-06,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Data,Warehouse,SQL Warehouse Enterprise,Atlas Telecom,1,6200.0,3600.0,2600.0,0.0
1514,SO-20230706-009,2023-07-06,2023,3,7,July,Middle East,UAE,Noah Hassan,Partner,Platform,Cloud,Data Platform Subscription,Urban Mobility Co,3,23805.0,12900.0,10905.0,0.0
1515,SO-20230707-001,2023-07-07,2023,3,7,July,Middle East,UAE,Noah Hassan,Online,Automation,RPA,Intelligent Document Processing,Nova Retail,7,37758.0,24850.0,12908.0,0.07
1516,SO-20230707-002,2023-07-07,2023,3,7,July,North America,USA,Ava Brooks,Direct,Platform,Cloud,ML Forecast Add-on,Pioneer Manufacturing,1,4015.8,2200.0,1815.8,0.03
1517,SO-20230707-003,2023-07-07,2023,3,7,July,Europe,Spain,Liam Carter,Online,Platform,Cloud,ML Forecast Add-on,Vertex Finance,1,3933.0,2200.0,1733.0,0.05
1518,SO-20230707-004,2023-07-07,2023,3,7,July,North America,USA,Ava Brooks,Direct,Automation,RPA,Intelligent Document Processing,Zenith Logistics,6,31320.0,21300.0,10020.0,0.1
1519,SO-20230707-005,2023-07-07,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Services,Consulting,Analytics Advisory,Bright Core Labs,1,4968.0,2600.0,2368.0,0.1
1520,SO-20230707-006,2023-07-07,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Automation,RPA,RPA Bot License,Bright Core Labs,1,3977.0,2500.0,1477.0,0.03
1521,SO-20230707-007,2023-07-07,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Software,BI,Power BI Premium,Pioneer Manufacturing,2,5952.0,3900.0,2052.0,0.07
1522,SO-20230707-008,2023-07-07,2023,3,7,July,Middle East,UAE,Noah Hassan,Partner,Platform,Cloud,ML Forecast Add-on,Blue Peak Energy,2,7452.0,4400.0,3052.0,0.1
1523,SO-20230708-001,2023-07-08,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Data,Warehouse,SQL Warehouse Enterprise,Axis Health,8,44640.0,28800.0,15840.0,0.1
1524,SO-20230708-002,2023-07-08,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Services,Consulting,Analytics Advisory,Nova Retail,3,15400.8,7800.0,7600.8,0.07
1525,SO-20230708-003,2023-07-08,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Automation,RPA,Intelligent Document Processing,Urban Mobility Co,6,33756.0,21300.0,12456.0,0.03
1526,SO-20230708-004,2023-07-08,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Services,Consulting,Forecast Optimization,Pioneer Manufacturing,3,17698.5,9000.0,8698.5,0.05
1527,SO-20230708-005,2023-07-08,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Premium,Bright Core Labs,3,8928.0,5850.0,3078.0,0.07
1528,SO-20230708-006,2023-07-08,2023,3,7,July,Middle East,UAE,Noah Hassan,Online,Software,BI,Power BI Premium,Atlas Telecom,4,12800.0,7800.0,5000.0,0.0
1529,SO-20230708-007,2023-07-08,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Automation,RPA,Intelligent Document Processing,Atlas Telecom,1,5394.0,3550.0,1844.0,0.07
1530,SO-20230708-008,2023-07-08,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Data,Warehouse,SQL Warehouse Enterprise,Summit Foods,8,47120.0,28800.0,18320.0,0.05
1531,SO-20230708-009,2023-07-08,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Services,Consulting,Forecast Optimization,Vertex Finance,4,22356.0,12000.0,10356.0,0.1
1532,SO-20230708-010,2023-07-08,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Pro,Bright Core Labs,1,1080.0,720.0,360.0,0.1
1533,SO-20230708-011,2023-07-08,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Software,BI,Power BI Premium,Blue Peak Energy,6,18624.0,11700.0,6924.0,0.03
1534,SO-20230708-012,2023-07-08,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Automation,RPA,RPA Bot License,Urban Mobility Co,3,11439.0,7500.0,3939.0,0.07
1535,SO-20230708-013,2023-07-08,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Pro,Zenith Logistics,5,6000.0,3600.0,2400.0,0.0
1536,SO-20230709-001,2023-07-09,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Automation,RPA,Intelligent Document Processing,Vertex Finance,4,21576.0,14200.0,7376.0,0.07
1537,SO-20230709-002,2023-07-09,2023,3,7,July,North America,USA,Ava Brooks,Direct,Automation,RPA,Intelligent Document Processing,Summit Foods,5,26100.0,17750.0,8350.0,0.1
1538,SO-20230709-003,2023-07-09,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Automation,RPA,Intelligent Document Processing,Zenith Logistics,4,22040.0,14200.0,7840.0,0.05
1539,SO-20230709-004,2023-07-09,2023,3,7,July,North America,USA,Ava Brooks,Online,Software,BI,Power BI Premium,Blue Peak Energy,8,23040.0,15600.0,7440.0,0.1
1540,SO-20230709-005,2023-07-09,2023,3,7,July,Europe,Spain,Liam Carter,Online,Data,Warehouse,SQL Warehouse Enterprise,Summit Foods,6,35340.0,21600.0,13740.0,0.05
1541,SO-20230709-006,2023-07-09,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Services,Consulting,Analytics Advisory,Bright Core Labs,7,36708.0,18200.0,18508.0,0.05
1542,SO-20230709-007,2023-07-09,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Services,Consulting,Analytics Advisory,Atlas Telecom,3,16560.0,7800.0,8760.0,0.0
1543,SO-20230709-008,2023-07-09,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Software,BI,Power BI Premium,Blue Peak Energy,2,6400.0,3900.0,2500.0,0.0
1544,SO-20230710-001,2023-07-10,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Services,Consulting,Forecast Optimization,Pioneer Manufacturing,5,31050.0,15000.0,16050.0,0.0
1545,SO-20230710-002,2023-07-10,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Software,BI,Power BI Premium,Axis Health,6,18624.0,11700.0,6924.0,0.03
1546,SO-20230710-003,2023-07-10,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Software,BI,Power BI Pro,Nova Retail,4,4656.0,2880.0,1776.0,0.03
1547,SO-20230710-004,2023-07-10,2023,3,7,July,North America,USA,Ava Brooks,Direct,Platform,Cloud,ML Forecast Add-on,Zenith Logistics,7,28110.6,15400.0,12710.6,0.03
1548,SO-20230710-005,2023-07-10,2023,3,7,July,North America,USA,Ava Brooks,Online,Services,Consulting,Forecast Optimization,Summit Foods,1,5899.5,3000.0,2899.5,0.05
1549,SO-20230710-006,2023-07-10,2023,3,7,July,North America,USA,Ava Brooks,Online,Data,Warehouse,SQL Warehouse Enterprise,Zenith Logistics,4,24800.0,14400.0,10400.0,0.0
1550,SO-20230710-007,2023-07-10,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Automation,RPA,RPA Bot License,Pioneer Manufacturing,4,15252.0,10000.0,5252.0,0.07
1551,SO-20230710-008,2023-07-10,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Automation,RPA,Intelligent Document Processing,Summit Foods,3,16530.0,10650.0,5880.0,0.05
1552,SO-20230710-009,2023-07-10,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Data,Warehouse,SQL Warehouse Starter,Nova Retail,4,10088.0,6200.0,3888.0,0.03
1553,SO-20230710-010,2023-07-10,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Pro,Zenith Logistics,4,4464.0,2880.0,1584.0,0.07
1554,SO-20230710-011,2023-07-10,2023,3,7,July,North America,USA,Ava Brooks,Partner,Data,Warehouse,SQL Warehouse Starter,Atlas Telecom,4,9880.0,6200.0,3680.0,0.05
1555,SO-20230710-012,2023-07-10,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Platform,Cloud,ML Forecast Add-on,Nova Retail,8,30801.6,17600.0,13201.6,0.07
1556,SO-20230710-013,2023-07-10,2023,3,7,July,North America,USA,Ava Brooks,Online,Services,Consulting,Forecast Optimization,Vertex Finance,6,36142.2,18000.0,18142.2,0.03
1557,SO-20230710-014,2023-07-10,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Platform,Cloud,ML Forecast Add-on,Pioneer Manufacturing,3,11178.0,6600.0,4578.0,0.1
1558,SO-20230711-001,2023-07-11,2023,3,7,July,Middle East,UAE,Noah Hassan,Partner,Software,BI,Power BI Pro,Urban Mobility Co,1,1164.0,720.0,444.0,0.03
1559,SO-20230711-002,2023-07-11,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Services,Consulting,Forecast Optimization,Vertex Finance,8,48189.6,24000.0,24189.6,0.03
1560,SO-20230711-003,2023-07-11,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Software,BI,Power BI Premium,Zenith Logistics,1,2976.0,1950.0,1026.0,0.07
1561,SO-20230711-004,2023-07-11,2023,3,7,July,North America,USA,Ava Brooks,Direct,Automation,RPA,Intelligent Document Processing,Summit Foods,6,34800.0,21300.0,13500.0,0.0
1562,SO-20230711-005,2023-07-11,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Premium,Vertex Finance,8,24320.0,15600.0,8720.0,0.05
1563,SO-20230711-006,2023-07-11,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Services,Consulting,Forecast Optimization,Nova Retail,7,43470.0,21000.0,22470.0,0.0
1564,SO-20230711-007,2023-07-11,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Data,Warehouse,SQL Warehouse Enterprise,Zenith Logistics,3,17670.0,10800.0,6870.0,0.05
1565,SO-20230711-008,2023-07-11,2023,3,7,July,Europe,Spain,Liam Carter,Online,Data,Warehouse,SQL Warehouse Enterprise,Bright Core Labs,8,47120.0,28800.0,18320.0,0.05
1566,SO-20230711-009,2023-07-11,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Data,Warehouse,SQL Warehouse Enterprise,Urban Mobility Co,2,11532.0,7200.0,4332.0,0.07
1567,SO-20230711-010,2023-07-11,2023,3,7,July,North America,USA,Ava Brooks,Partner,Automation,RPA,Intelligent Document Processing,Nova Retail,4,22040.0,14200.0,7840.0,0.05
1568,SO-20230711-011,2023-07-11,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,Data Platform Subscription,Pioneer Manufacturing,8,61575.6,34400.0,27175.6,0.03
1569,SO-20230711-012,2023-07-11,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Services,Consulting,Forecast Optimization,Axis Health,7,42165.9,21000.0,21165.9,0.03
1570,SO-20230711-013,2023-07-11,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Services,Consulting,Forecast Optimization,Zenith Logistics,6,34651.8,18000.0,16651.8,0.07
1571,SO-20230711-014,2023-07-11,2023,3,7,July,North America,USA,Ava Brooks,Partner,Platform,Cloud,Data Platform Subscription,Bright Core Labs,1,7935.0,4300.0,3635.0,0.0
1572,SO-20230711-015,2023-07-11,2023,3,7,July,North America,USA,Ava Brooks,Direct,Data,Warehouse,SQL Warehouse Enterprise,Nova Retail,3,17670.0,10800.0,6870.0,0.05
1573,SO-20230712-001,2023-07-12,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Automation,RPA,Intelligent Document Processing,Atlas Telecom,5,28130.0,17750.0,10380.0,0.03
1574,SO-20230712-002,2023-07-12,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Software,BI,Power BI Premium,Vertex Finance,2,5952.0,3900.0,2052.0,0.07
1575,SO-20230712-003,2023-07-12,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Data,Warehouse,SQL Warehouse Enterprise,Blue Peak Energy,2,11160.0,7200.0,3960.0,0.1
1576,SO-20230712-004,2023-07-12,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Services,Consulting,Analytics Advisory,Zenith Logistics,6,31464.0,15600.0,15864.0,0.05
1577,SO-20230712-005,2023-07-12,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Platform,Cloud,ML Forecast Add-on,Pioneer Manufacturing,6,23101.2,13200.0,9901.2,0.07
1578,SO-20230712-006,2023-07-12,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Platform,Cloud,ML Forecast Add-on,Bright Core Labs,3,12420.0,6600.0,5820.0,0.0
1579,SO-20230712-007,2023-07-12,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Platform,Cloud,Data Platform Subscription,Vertex Finance,3,22614.75,12900.0,9714.75,0.05
1580,SO-20230712-008,2023-07-12,2023,3,7,July,North America,USA,Ava Brooks,Online,Automation,RPA,RPA Bot License,Axis Health,6,23370.0,15000.0,8370.0,0.05
1581,SO-20230712-009,2023-07-12,2023,3,7,July,North America,USA,Ava Brooks,Online,Data,Warehouse,SQL Warehouse Enterprise,Blue Peak Energy,4,24056.0,14400.0,9656.0,0.03
1582,SO-20230712-010,2023-07-12,2023,3,7,July,North America,USA,Ava Brooks,Partner,Software,BI,Power BI Premium,Summit Foods,2,5952.0,3900.0,2052.0,0.07
1583,SO-20230713-001,2023-07-13,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Software,BI,Power BI Premium,Blue Peak Energy,4,11904.0,7800.0,4104.0,0.07
1584,SO-20230713-002,2023-07-13,2023,3,7,July,North America,USA,Ava Brooks,Partner,Services,Consulting,Analytics Advisory,Urban Mobility Co,2,10488.0,5200.0,5288.0,0.05
1585,SO-20230713-003,2023-07-13,2023,3,7,July,North America,USA,Ava Brooks,Direct,Services,Consulting,Forecast Optimization,Vertex Finance,1,6023.7,3000.0,3023.7,0.03
1586,SO-20230714-001,2023-07-14,2023,3,7,July,Europe,Spain,Liam Carter,Online,Services,Consulting,Forecast Optimization,Axis Health,7,39123.0,21000.0,18123.0,0.1
1587,SO-20230714-002,2023-07-14,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Platform,Cloud,Data Platform Subscription,Nova Retail,1,7696.95,4300.0,3396.95,0.03
1588,SO-20230714-003,2023-07-14,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Services,Consulting,Analytics Advisory,Zenith Logistics,3,16063.2,7800.0,8263.2,0.03
1589,SO-20230714-004,2023-07-14,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Automation,RPA,RPA Bot License,Vertex Finance,6,23370.0,15000.0,8370.0,0.05
1590,SO-20230714-005,2023-07-14,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Platform,Cloud,ML Forecast Add-on,Vertex Finance,2,8031.6,4400.0,3631.6,0.03
1591,SO-20230714-006,2023-07-14,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Services,Consulting,Analytics Advisory,Blue Peak Energy,1,4968.0,2600.0,2368.0,0.1
1592,SO-20230715-001,2023-07-15,2023,3,7,July,Middle East,UAE,Noah Hassan,Online,Platform,Cloud,ML Forecast Add-on,Summit Foods,4,15400.8,8800.0,6600.8,0.07
1593,SO-20230715-002,2023-07-15,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Platform,Cloud,Data Platform Subscription,Blue Peak Energy,8,63480.0,34400.0,29080.0,0.0
1594,SO-20230715-003,2023-07-15,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Services,Consulting,Forecast Optimization,Pioneer Manufacturing,6,36142.2,18000.0,18142.2,0.03
1595,SO-20230715-004,2023-07-15,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Platform,Cloud,ML Forecast Add-on,Summit Foods,7,28980.0,15400.0,13580.0,0.0
1596,SO-20230715-005,2023-07-15,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Services,Consulting,Forecast Optimization,Nova Retail,1,5899.5,3000.0,2899.5,0.05
1597,SO-20230715-006,2023-07-15,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Data,Warehouse,SQL Warehouse Starter,Nova Retail,1,2600.0,1550.0,1050.0,0.0
1598,SO-20230715-007,2023-07-15,2023,3,7,July,North America,USA,Ava Brooks,Direct,Services,Consulting,Analytics Advisory,Nova Retail,2,11040.0,5200.0,5840.0,0.0
1599,SO-20230715-008,2023-07-15,2023,3,7,July,North America,USA,Ava Brooks,Partner,Services,Consulting,Forecast Optimization,Zenith Logistics,2,12047.4,6000.0,6047.4,0.03
1600,SO-20230715-009,2023-07-15,2023,3,7,July,North America,USA,Ava Brooks,Online,Data,Warehouse,SQL Warehouse Enterprise,Nova Retail,5,30070.0,18000.0,12070.0,0.03
1601,SO-20230715-010,2023-07-15,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Data,Warehouse,SQL Warehouse Starter,Bright Core Labs,3,7020.0,4650.0,2370.0,0.1
1602,SO-20230716-001,2023-07-16,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Pro,Zenith Logistics,8,9600.0,5760.0,3840.0,0.0
1603,SO-20230716-002,2023-07-16,2023,3,7,July,Middle East,UAE,Noah Hassan,Online,Services,Consulting,Analytics Advisory,Bright Core Labs,6,33120.0,15600.0,17520.0,0.0
1604,SO-20230716-003,2023-07-16,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Pro,Blue Peak Energy,7,8400.0,5040.0,3360.0,0.0
1605,SO-20230716-004,2023-07-16,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Data,Warehouse,SQL Warehouse Starter,Zenith Logistics,2,4940.0,3100.0,1840.0,0.05
1606,SO-20230716-005,2023-07-16,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Data,Warehouse,SQL Warehouse Starter,Vertex Finance,8,19344.0,12400.0,6944.0,0.07
1607,SO-20230716-006,2023-07-16,2023,3,7,July,Europe,Spain,Liam Carter,Online,Software,BI,Power BI Premium,Vertex Finance,4,12416.0,7800.0,4616.0,0.03
1608,SO-20230717-001,2023-07-17,2023,3,7,July,Europe,Spain,Liam Carter,Online,Platform,Cloud,ML Forecast Add-on,Zenith Logistics,7,27531.0,15400.0,12131.0,0.05
1609,SO-20230717-002,2023-07-17,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Software,BI,Power BI Pro,Blue Peak Energy,7,8400.0,5040.0,3360.0,0.0
1610,SO-20230717-003,2023-07-17,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Platform,Cloud,Data Platform Subscription,Pioneer Manufacturing,4,31740.0,17200.0,14540.0,0.0
1611,SO-20230717-004,2023-07-17,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Platform,Cloud,ML Forecast Add-on,Urban Mobility Co,8,32126.4,17600.0,14526.4,0.03
1612,SO-20230717-005,2023-07-17,2023,3,7,July,Europe,Spain,Liam Carter,Online,Platform,Cloud,Data Platform Subscription,Vertex Finance,6,45229.5,25800.0,19429.5,0.05
1613,SO-20230717-006,2023-07-17,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Partner,Software,BI,Power BI Premium,Nova Retail,5,14400.0,9750.0,4650.0,0.1
1614,SO-20230717-007,2023-07-17,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Software,BI,Power BI Pro,Atlas Telecom,3,3600.0,2160.0,1440.0,0.0
1615,SO-20230717-008,2023-07-17,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Data,Warehouse,SQL Warehouse Starter,Bright Core Labs,6,15132.0,9300.0,5832.0,0.03
1616,SO-20230717-009,2023-07-17,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Platform,Cloud,Data Platform Subscription,Vertex Finance,3,21424.5,12900.0,8524.5,0.1
1617,SO-20230717-010,2023-07-17,2023,3,7,July,North America,USA,Ava Brooks,Partner,Platform,Cloud,ML Forecast Add-on,Blue Peak Energy,4,16063.2,8800.0,7263.2,0.03
1618,SO-20230717-011,2023-07-17,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Platform,Cloud,Data Platform Subscription,Axis Health,5,37691.25,21500.0,16191.25,0.05
1619,SO-20230717-012,2023-07-17,2023,3,7,July,Middle East,UAE,Noah Hassan,Online,Platform,Cloud,Data Platform Subscription,Summit Foods,3,23805.0,12900.0,10905.0,0.0
1620,SO-20230717-013,2023-07-17,2023,3,7,July,Europe,Spain,Liam Carter,Online,Software,BI,Power BI Pro,Atlas Telecom,4,4800.0,2880.0,1920.0,0.0
1621,SO-20230717-014,2023-07-17,2023,3,7,July,Middle East,UAE,Noah Hassan,Partner,Services,Consulting,Analytics Advisory,Vertex Finance,4,20534.4,10400.0,10134.4,0.07
1622,SO-20230717-015,2023-07-17,2023,3,7,July,Europe,Spain,Liam Carter,Online,Services,Consulting,Forecast Optimization,Zenith Logistics,2,11550.6,6000.0,5550.6,0.07
1623,SO-20230717-016,2023-07-17,2023,3,7,July,North America,USA,Ava Brooks,Online,Services,Consulting,Analytics Advisory,Pioneer Manufacturing,6,32126.4,15600.0,16526.4,0.03
1624,SO-20230717-017,2023-07-17,2023,3,7,July,Europe,Spain,Liam Carter,Partner,Services,Consulting,Analytics Advisory,Nova Retail,6,29808.0,15600.0,14208.0,0.1
1625,SO-20230718-001,2023-07-18,2023,3,7,July,Middle East,UAE,Noah Hassan,Direct,Automation,RPA,Intelligent Document Processing,Axis Health,8,44080.0,28400.0,15680.0,0.05
1626,SO-20230718-002,2023-07-18,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Data,Warehouse,SQL Warehouse Starter,Nova Retail,7,16380.0,10850.0,5530.0,0.1
1627,SO-20230718-003,2023-07-18,2023,3,7,July,North America,USA,Ava Brooks,Online,Platform,Cloud,ML Forecast Add-on,Nova Retail,4,16560.0,8800.0,7760.0,0.0
1628,SO-20230718-004,2023-07-18,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Direct,Software,BI,Power BI Premium,Summit Foods,5,16000.0,9750.0,6250.0,0.0
1629,SO-20230718-005,2023-07-18,2023,3,7,July,Europe,Spain,Liam Carter,Direct,Data,Warehouse,SQL Warehouse Enterprise,Atlas Telecom,4,24800.0,14400.0,10400.0,0.0
1630,SO-20230718-006,2023-07-18,2023,3,7,July,Middle East,UAE,Noah Hassan,Partner,Services,Consulting,Forecast Optimization,Blue Peak Energy,8,49680.0,24000.0,25680.0,0.0
1631,SO-20230718-007,2023-07-18,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Services,Consulting,Analytics Advisory,Urban Mobility Co,5,27600.0,13000.0,14600.0,0.0
1632,SO-20230718-008,2023-07-18,2023,3,7,July,North America,USA,Ava Brooks,Direct,Automation,RPA,RPA Bot License,Axis Health,2,7790.0,5000.0,2790.0,0.05
1633,SO-20230719-001,2023-07-19,2023,3,7,July,Middle East,UAE,Noah Hassan,Online,Services,Consulting,Forecast Optimization,Vertex Finance,8,49680.0,24000.0,25680.0,0.0
1634,SO-20230719-002,2023-07-19,2023,3,7,July,North America,USA,Ava Brooks,Online,Automation,RPA,RPA Bot License,Summit Foods,5,19475.0,12500.0,6975.0,0.05
1635,SO-20230719-003,2023-07-19,2023,3,7,July,North America,USA,Ava Brooks,Partner,Platform,Cloud,ML Forecast Add-on,Zenith Logistics,2,7700.4,4400.0,3300.4,0.07
1636,SO-20230719-004,2023-07-19,2023,3,7,July,LATAM,Mexico,Mia Sanchez,Online,Automation,RPA,RPA Bot License,Axis Health,1,3977.0,2500.0,1477.0,0.03
